"WW30000";1;"NERO"
"WW30417";369;"VERDE"
"WW30418";1;"NERO"
"WW30418";369;"VERDE"
"WW30419";1;"NERO"
"WW30419";369;"VERDE"
"WW30420";37;"AZZURRO"
"WW30420";826;"NERO-BIANCO"
"WW30421";37;"AZZURRO"
"WW30421";826;"NERO-BIANCO"
"WW30422";37;"AZZURRO"
"WW30422";1337;"GIALLO-ROSA"
"WW30423";37;"AZZURRO"
"WW30423";1337;"GIALLO-ROSA"
"WW30453";1;"NERO"
"WW30453";5;"BLU"
"WW30453";25;"SAFARI"
"WW30453";33;"BISCOTTO"
"WW30453";89;"SABBIA"
"WW30454";1;"NERO"
"WW30454";2;"BIANCO"
"WW30454";5;"BLU"
"WW30454";33;"BISCOTTO"
"WW30454";89;"SABBIA"
"WW30455";1;"NERO"
"WW30455";2;"BIANCO"
"WW30455";5;"BLU"
"WW30455";33;"BISCOTTO"
"WW30457";1;"NERO"
"WW30457";2;"BIANCO"
"WW30457";5;"BLU"
"WW30457";25;"SAFARI"
"WW30457";33;"BISCOTTO"
"WW30458";5;"BLU"
"WW30458";25;"SAFARI"
"WW30458";33;"BISCOTTO"
"WW30458";89;"SABBIA"
"WW30459";1;"NERO"
"WW30459";5;"BLU"
"WW30460";1;"NERO"
"WW30460";2;"BIANCO"
"WW30460";5;"BLU"
"WW30460";25;"SAFARI"
"WW30460";33;"BISCOTTO"
"WW30461";1;"NERO"
"WW30461";2;"BIANCO"
"WW30461";5;"BLU"
"WW30461";25;"SAFARI"
"WW30461";33;"BISCOTTO"
"WW30461";89;"SABBIA"
"WW30462";1;"NERO"
"WW30462";2;"BIANCO"
"WW30462";5;"BLU"
"WW30462";25;"SAFARI"
"WW30463";5;"BLU"
"WW30465";1;"NERO"
"WW30465";2;"BIANCO"
"WW30465";5;"BLU"
"WW30465";25;"SAFARI"
"WW30465";70;"FUCSIA"
"WW30466";1;"NERO"
"WW30466";2;"BIANCO"
"WW30466";5;"BLU"
"WW30466";25;"SAFARI"
"WW30466";33;"BISCOTTO"
"WW30466";70;"FUCSIA"
"WW30466";89;"SABBIA"
"WW30467";1;"NERO"
"WW30467";2;"BIANCO"
"WW30467";5;"BLU"
"WW30467";25;"SAFARI"
"WW30467";33;"BISCOTTO"
"WW30468";2;"BIANCO"
"WW30468";5;"BLU"
"WW30468";70;"FUCSIA"
"WW30469";1;"NERO"
"WW30469";2;"BIANCO"
"WW30469";5;"BLU"
"WW30469";33;"BISCOTTO"
"WW30469";70;"FUCSIA"
"WW30469";89;"SABBIA"
"WW30470";1;"NERO"
"WW30470";2;"BIANCO"
"WW30470";5;"BLU"
"WW30470";70;"FUCSIA"
"WW30471";2;"BIANCO"
"WW30471";5;"BLU"
"WW30472";2;"BIANCO"
"WW30472";5;"BLU"
"WW30473";2;"BIANCO"
"WW30473";5;"BLU"
"WW30474";2;"BIANCO"
"WW30474";5;"BLU"
"WW30475";106;"VARIANTE UNICA"
"WW30476";106;"VARIANTE UNICA"
"WW30477";106;"VARIANTE UNICA"
"WW30478";106;"VARIANTE UNICA"
"WW30500";1;"NERO"
"WW30500";2;"BIANCO"
"WW30500";5;"BLU"
"WW30500";25;"SAFARI"
"WW30500";48;"VERDE"
"WW30500";70;"FUCSIA"
"WW30500";89;"SABBIA"
"WW30500";1313;"CANNELLA"
"WW30501";1;"NERO"
"WW30501";2;"BIANCO"
"WW30501";5;"BLU"
"WW30501";25;"SAFARI"
"WW30501";89;"SABBIA"
"WW30501";1313;"CANNELLA"
"WW30502";1;"NERO"
"WW30502";2;"BIANCO"
"WW30502";5;"BLU"
"WW30502";25;"SAFARI"
"WW30502";70;"FUCSIA"
"WW30502";89;"SABBIA"
"WW30503";1;"NERO"
"WW30503";2;"BIANCO"
"WW30503";5;"BLU"
"WW30503";25;"SAFARI"
"WW30503";89;"SABBIA"
"WW30504";1;"NERO"
"WW30504";2;"BIANCO"
"WW30504";5;"BLU"
"WW30504";25;"SAFARI"
"WW30504";89;"SABBIA"
"WW30505";1;"NERO"
"WW30505";2;"BIANCO"
"WW30505";5;"BLU"
"WW30505";25;"SAFARI"
"WW30505";89;"SABBIA"
"WW30505";1313;"CANNELLA"
"WW30506";1;"NERO"
"WW30506";5;"BLU"
"WW30506";89;"SABBIA"
"WW30507";1;"NERO"
"WW30507";2;"BIANCO"
"WW30507";5;"BLU"
"WW30508";1;"NERO"
"WW30508";2;"BIANCO"
"WW30508";5;"BLU"
"WW30508";25;"SAFARI"
"WW30508";48;"VERDE"
"WW30508";89;"SABBIA"
"WW30508";1313;"CANNELLA"
"WW30509";1;"NERO"
"WW30509";2;"BIANCO"
"WW30509";5;"BLU"
"WW30509";25;"SAFARI"
"WW30509";89;"SABBIA"
"WW30509";1313;"CANNELLA"
"WW30510";1;"NERO"
"WW30510";2;"BIANCO"
"WW30510";5;"BLU"
"WW30510";25;"SAFARI"
"WW30510";48;"VERDE"
"WW30510";89;"SABBIA"
"WW30510";1313;"CANNELLA"
"WW30511";2;"BIANCO"
"WW30511";5;"BLU"
"WW30511";25;"SAFARI"
"WW30511";89;"SABBIA"
"WW30511";1313;"CANNELLA"
"WW30512";5;"BLU"
"WW30512";25;"SAFARI"
"WW30512";48;"VERDE"
"WW30512";89;"SABBIA"
"WW30512";1313;"CANNELLA"
"WW30513";1;"NERO"
"WW30513";2;"BIANCO"
"WW30513";5;"BLU"
"WW30513";89;"SABBIA"
"WW30514";1;"NERO"
"WW30514";2;"BIANCO"
"WW30515";1;"NERO"
"WW30515";5;"BLU"
"WW30515";25;"SAFARI"
"WW30515";89;"SABBIA"
"WW30516";1;"NERO"
"WW30516";5;"BLU"
"WW30516";25;"SAFARI"
"WW30516";89;"SABBIA"
"WW30517";1;"NERO"
"WW30517";2;"BIANCO"
"WW30517";5;"BLU"
"WW30517";25;"SAFARI"
"WW30517";89;"SABBIA"
"WW30518";1;"NERO"
"WW30518";5;"BLU"
"WW30519";1;"NERO"
"WW30519";2;"BIANCO"
"WW30519";5;"BLU"
"WW30519";89;"SABBIA"
"WW30520";5;"BLU"
"WW30521";1;"NERO"
"WW30521";2;"BIANCO"
"WW30521";5;"BLU"
"WW30521";25;"SAFARI"
"WW30521";89;"SABBIA"
"WW30522";1;"NERO"
"WW30522";2;"BIANCO"
"WW30522";5;"BLU"
"WW30522";50;"BRUCIATO"
"WW30522";369;"VERDE"
"WW30523";2;"BIANCO"
"WW30523";5;"BLU"
"WW30523";369;"VERDE"
"WW30524";5;"BLU"
"WW30525";2;"BIANCO"
"WW30525";5;"BLU"
"WW30526";5;"BLU"
"WW30526";369;"VERDE"
"WW30527";1;"NERO"
"WW30527";2;"BIANCO"
"WW30527";5;"BLU"
"WW30528";1;"NERO"
"WW30528";5;"BLU"
"WW30528";50;"BRUCIATO"
"WW30530";1;"NERO"
"WW30530";2;"BIANCO"
"WW30530";5;"BLU"
"WW30530";578;"TORTORA"
"WW30532";1;"NERO"
"WW30532";2;"BIANCO"
"WW30532";5;"BLU"
"WW30533";1;"NERO"
"WW30533";5;"BLU"
"WW30533";578;"TORTORA"
"WW30533_C";5;"BLU"
"WW30533_C";578;"TORTORA"
"WW30534";1;"NERO"
"WW30534";5;"BLU"
"WW30535";5;"BLU"
"WW30535";11;"GRIGIO"
"WW30536";2;"BIANCO"
"WW30536";5;"BLU"
"WW30536";11;"GRIGIO"
"WW30536";89;"SABBIA"
"WW30536_C";5;"BLU"
"WW30536_C";11;"GRIGIO"
"WW30536_C";89;"SABBIA"
"WW30537";2;"BIANCO"
"WW30537";5;"BLU"
"WW30537";89;"SABBIA"
"WW30538";2;"BIANCO"
"WW30538";5;"BLU"
"WW30538";89;"SABBIA"
"WW30539";1;"NERO"
"WW30539";5;"BLU"
"WW30539";89;"SABBIA"
"WW30540";2;"BIANCO"
"WW30540";5;"BLU"
"WW30540";89;"SABBIA"
"WW30541";5;"BLU"
"WW30541";89;"SABBIA"
"WW30542";5;"BLU"
"WW30542";89;"SABBIA"
"WW30542_C";5;"BLU"
"WW30542_C";89;"SABBIA"
"WW30543";5;"BLU"
"WW30543";89;"SABBIA"
"WW30544";5;"BLU"
"WW30544";89;"SABBIA"
"WW30545";1;"NERO"
"WW30545";89;"SABBIA"
"WW30546";1;"NERO"
"WW30546";89;"SABBIA"
"WW30547";106;"VARIANTE UNICA"
"WW30548";106;"VARIANTE UNICA"
"WW30549";5;"BLU"
"WW30549";51;"PANNA"
"WW30550";5;"BLU"
"WW30550";51;"PANNA"
"WW30551";1;"NERO"
"WW30551";5;"BLU"
"WW30552";1;"NERO"
"WW30552";5;"BLU"
"WW30553";1;"NERO"
"WW30553";5;"BLU"
"WW30554";2;"BIANCO"
"WW30554";5;"BLU"
"WW30555";2;"BIANCO"
"WW30555";5;"BLU"
"WW30556";5;"BLU"
"WW30557";5;"BLU"
"WW30560";1;"NERO"
"WW30560";5;"BLU"
"WW30600";1;"NERO"
"WW30600";70;"FUCSIA"
"WW30600";98;"TURCHESE"
"WW30601";70;"FUCSIA"
"WW30603";2;"BIANCO"
"WW30603";5;"BLU"
"WW30603";25;"SAFARI"
"WW30603";33;"BISCOTTO"
"WW30604";2;"BIANCO"
"WW30604";5;"BLU"
"WW30604";25;"SAFARI"
"WW30604";33;"BISCOTTO"
"WW30605";106;"VARIANTE UNICA"
"WW30606";106;"VARIANTE UNICA"
"WW30609";1;"NERO"
"WW30609";5;"BLU"
"WW30609";33;"BISCOTTO"
"WW30611";70;"FUCSIA"
"WW30613";1;"NERO"
"WW30613";2;"BIANCO"
"WW30613";25;"SAFARI"
"WW30613";46;"DENIM"
"WW30613";50;"BRUCIATO"
"WW30613";369;"VERDE"
"WW30614";1;"NERO"
"WW30614";46;"DENIM"
"WW30614";369;"VERDE"
"WW30615";50;"BRUCIATO"
"WW30617";1;"NERO"
"WW30617";2;"BIANCO"
"WW30617";25;"SAFARI"
"WW30618";106;"VARIANTE UNICA"
"WW30619";106;"VARIANTE UNICA"
"WW30620";106;"VARIANTE UNICA"
"WW30621";106;"VARIANTE UNICA"
"WW30622";2;"BIANCO"
"WW30622";368;"GIALLO"
"WW30623";2;"BIANCO"
"WW30623";368;"GIALLO"
"WW30624";1;"NERO"
"WW30624";2;"BIANCO"
"WW30624";98;"TURCHESE"
"WW30624";368;"GIALLO"
"WW30625";2;"BIANCO"
"WW30625";70;"FUCSIA"
"WW30626";1;"NERO"
"WW30626";5;"BLU"
"WW30626";931;"ARGENTO"
"WW30627";5;"BLU"
"WW30627";931;"ARGENTO"
"WW30629";5;"BLU"
"WW30630";5;"BLU"
"WW30630";369;"VERDE"
"WW30700";978;"NERO-BURRO"
"WW30701";978;"NERO-BURRO"
"WW30702";978;"NERO-BURRO"
"WW30703";978;"NERO-BURRO"
"WW30704";1;"NERO"
"WW30704";2;"BIANCO"
"WW30704";89;"SABBIA"
"WW30704";517;"BLU DENIM"
"WW30705";1;"NERO"
"WW30705";2;"BIANCO"
"WW30705";89;"SABBIA"
"WW30705";517;"BLU DENIM"
"WW30706";1;"NERO"
"WW30706";2;"BIANCO"
"WW30706";89;"SABBIA"
"WW30706";517;"BLU DENIM"
"WW30707";50;"BRUCIATO"
"WW30707";1312;"BLU DENIM-BIANCO"
"WW30708";50;"BRUCIATO"
"WW30708";1312;"BLU DENIM-BIANCO"
"WW30709";50;"BRUCIATO"
"WW30710";50;"BRUCIATO"
"WW30710";1312;"BLU DENIM-BIANCO"
"WW30750";1;"NERO"
"WW30750";2;"BIANCO"
"WW30750";5;"BLU"
"WW30750";50;"BRUCIATO"
"WW30751";1;"NERO"
"WW30751";2;"BIANCO"
"WW30751";5;"BLU"
"WW30754";1;"NERO"
"WW30754";5;"BLU"
"WW30754";50;"BRUCIATO"
"WW30754";51;"PANNA"
"WW30755";1;"NERO"
"WW30755";5;"BLU"
"WW30755";51;"PANNA"
"WW30756";1;"NERO"
"WW30756";5;"BLU"
"WW30756";48;"VERDE"
"WW30756";50;"BRUCIATO"
"WW30756";51;"PANNA"
"WW30757";5;"BLU"
"WW30757";48;"VERDE"
"WW30757";51;"PANNA"
"WW30758";1;"NERO"
"WW30758";5;"BLU"
"WW30758";48;"VERDE"
"WW30758";50;"BRUCIATO"
"WW30758";51;"PANNA"
"WW30759";1;"NERO"
"WW30759";2;"BIANCO"
"WW30760";1;"NERO"
"WW30760";2;"BIANCO"
"WW30800";4;"BEIGE"
"WW30801";1;"NERO"
"WW30801";4;"BEIGE"
"WW30801";31;"V.SALVIA"
"WW30801_C";4;"BEIGE"
"WW30802";1;"NERO"
"WW30802";26;"TABACCO"
"WW30802";31;"V.SALVIA"
"WW30803";1;"NERO"
"WW30803";4;"BEIGE"
"WW30803";26;"TABACCO"
"WW30804";1;"NERO"
"WW30804";4;"BEIGE"
"WW30804";31;"V.SALVIA"
"WW30805";2;"BIANCO"
"WW30806";1;"NERO"
"WW30807";106;"VARIANTE UNICA"
"WW30808";1338;"VERDE MENTA"
"WW30809";1;"NERO"
"WW30809";158;"BURRO"
"WW30809";1338;"VERDE MENTA"
"WW30810";158;"BURRO"
"WW30811";158;"BURRO"
"WW30812";158;"BURRO"
"WW30813";1;"NERO"
"WW30813";5;"BLU"
"WW30813";25;"SAFARI"
"WW30813";26;"TABACCO"
"WW30814";1;"NERO"
"WW30814";2;"BIANCO"
"WW30814";5;"BLU"
"WW30814";25;"SAFARI"
"WW30814";26;"TABACCO"
"WW30815";1;"NERO"
"WW30815";5;"BLU"
"WW30815";25;"SAFARI"
"WW30815";26;"TABACCO"
"WW30816";1;"NERO"
"WW30816";5;"BLU"
"WW30816";11;"GRIGIO"
"WW30816";158;"BURRO"
"WW30817";1;"NERO"
"WW30817";2;"BIANCO"
"WW30818";1;"NERO"
"WW30818";2;"BIANCO"
"WW30819";25;"SAFARI"
"WW30820";1;"NERO"
"WW30820";2;"BIANCO"
"WW30820";33;"BISCOTTO"
"WW30821";1;"NERO"
"WW30821";25;"SAFARI"
"WW30822";1;"NERO"
"WW30822";25;"SAFARI"
"WW30822";33;"BISCOTTO"
"WW30900";1;"NERO"
"WW30900";25;"SAFARI"
"WW30900";51;"PANNA"
"WW30902";25;"SAFARI"
"WW30902";51;"PANNA"
"WW30903";51;"PANNA"
"WW30904";1;"NERO"
"WW30904";2;"BIANCO"
"WW30904";5;"BLU"
"WW30905";1;"NERO"
"WW30905";2;"BIANCO"
"WW30905";5;"BLU"
"WW30906";1;"NERO"
"WW30906";2;"BIANCO"
"WW30906";5;"BLU"
"WW30906";33;"BISCOTTO"
"WW30906";50;"BRUCIATO"
"WW30950";1;"NERO"
"WW30951";70;"FUCSIA"
"WW30952";106;"VARIANTE UNICA"
"WW30953";106;"VARIANTE UNICA"
"WW30954";106;"VARIANTE UNICA"
"WW30955";106;"VARIANTE UNICA"
"WW30956";5;"BLU"
"WW30956";1313;"CANNELLA"
"WW30957";1;"NERO"
"WW30957";5;"BLU"
